total_saved,gc_saved,trie_atten_saved,time_took
783,144,639,"[1751553484.245099, 1751553484.3361897, 1751553484.3373854, 1751553484.48179, 1751553484.5702188, 1751553484.6590223, 1751553484.7457528, 1751553484.8366528, 1751553484.9268491, 1751553485.0181637, 1751553485.108652, 1751553485.200518, 1751553485.2924535, 1751553485.3827963, 1751553485.4724023, 1751553485.5636258, 1751553485.6561189, 1751553485.7577908]"
895,184,711,"[1751553486.1465242, 1751553486.239353, 1751553486.2413259, 1751553486.3868566, 1751553486.475387, 1751553486.5660827, 1751553486.6561203, 1751553486.7473826, 1751553486.8373625, 1751553486.9277482, 1751553487.018626, 1751553487.1110914, 1751553487.2031662, 1751553487.2932208, 1751553487.3840861, 1751553487.474792, 1751553487.5657876, 1751553487.6577141, 1751553487.749184, 1751553487.8400834, 1751553487.930922, 1751553488.02173, 1751553488.1144319]"
1247,296,951,"[1751553488.5028439, 1751553488.5968497, 1751553488.59866, 1751553488.771293, 1751553488.861239, 1751553488.9530632, 1751553489.053924, 1751553489.144142, 1751553489.2366412, 1751553489.327529, 1751553489.4157543, 1751553489.5058012, 1751553489.5986762, 1751553489.6902978, 1751553489.7802386, 1751553489.8705926, 1751553489.9646823, 1751553490.0558991, 1751553490.1465554, 1751553490.2369306, 1751553490.3285136, 1751553490.4177043, 1751553490.5079706, 1751553490.5985649, 1751553490.6915605, 1751553490.782519, 1751553490.8734639, 1751553490.964482, 1751553491.055904, 1751553491.1468003, 1751553491.2393086, 1751553491.329393, 1751553491.419617, 1751553491.511432, 1751553491.6048226, 1751553491.6973321, 1751553491.7925377]"
1327,168,1159,"[1751553492.1902025, 1751553492.2960875, 1751553492.2972956, 1751553492.507463, 1751553492.593184, 1751553492.6850219, 1751553492.7754695, 1751553492.8648417, 1751553492.9554918, 1751553493.0481248, 1751553493.1397612, 1751553493.231153, 1751553493.3228502, 1751553493.413419, 1751553493.5033743, 1751553493.5954554, 1751553493.6869211, 1751553493.7780752, 1751553493.8689668, 1751553493.960757, 1751553494.0521603]"
1399,352,1047,"[1751553494.4424543, 1751553494.5530593, 1751553494.5542607, 1751553494.7642243, 1751553494.8505666, 1751553494.9414184, 1751553495.0318992, 1751553495.1241322, 1751553495.2152581, 1751553495.300699, 1751553495.3859074, 1751553495.4778361, 1751553495.5700643, 1751553495.6617136, 1751553495.7517958, 1751553495.8436394, 1751553495.9350262, 1751553496.0259526, 1751553496.1153781, 1751553496.2254286, 1751553496.318536, 1751553496.4106946, 1751553496.501346, 1751553496.5934367, 1751553496.684657, 1751553496.776547, 1751553496.8655918, 1751553496.9573104, 1751553497.0483308, 1751553497.1415832, 1751553497.2306805, 1751553497.3212156, 1751553497.4145641, 1751553497.5070715, 1751553497.6015167, 1751553497.6960003, 1751553497.7869365, 1751553497.8781412, 1751553497.9683852, 1751553498.0625842, 1751553498.1589115, 1751553498.2536204, 1751553498.3518193, 1751553498.4493551]"
4887,2560,2327,"[1751553498.8217416, 1751553498.9191926, 1751553498.9203806, 1751553499.2963011, 1751553499.382773, 1751553499.4752724, 1751553499.5653548, 1751553499.6581678, 1751553499.7490664, 1751553499.840565, 1751553499.930815, 1751553500.0226378, 1751553500.1148975, 1751553500.2059984, 1751553500.3049521, 1751553500.3980825, 1751553500.5031896, 1751553500.5908918, 1751553500.6797364, 1751553500.7714267, 1751553500.8630881, 1751553500.9539752, 1751553501.0444965, 1751553501.1331944, 1751553501.2239785, 1751553501.3178387, 1751553501.4066951, 1751553501.4983387, 1751553501.5907779, 1751553501.682566, 1751553501.7732375, 1751553501.865302, 1751553501.955983, 1751553502.0476062, 1751553502.1383467, 1751553502.2298975, 1751553502.3181703, 1751553502.4115958, 1751553502.502178, 1751553502.5946243, 1751553502.6879463, 1751553502.783675, 1751553502.8784513, 1751553502.9724085, 1751553503.0666037, 1751553503.1623113, 1751553503.259941, 1751553503.3563728, 1751553503.4521325, 1751553503.548763, 1751553503.646111, 1751553503.745614, 1751553503.8441875, 1751553503.938682, 1751553504.0347664, 1751553504.1310647, 1751553504.230822, 1751553504.3293216, 1751553504.4249234, 1751553504.525134, 1751553504.621993, 1751553504.7216072, 1751553504.8209856, 1751553504.9177084, 1751553505.0163028, 1751553505.1158085, 1751553505.21619, 1751553505.3180768, 1751553505.4187863, 1751553505.521663, 1751553505.622443, 1751553505.723371, 1751553505.8254113, 1751553505.9261653, 1751553506.0289319, 1751553506.1276417, 1751553506.2273526, 1751553506.3310304, 1751553506.432211, 1751553506.535223, 1751553506.6362498, 1751553506.7375493, 1751553506.8377798, 1751553506.9393735, 1751553507.0405648, 1751553507.1415732, 1751553507.2435853, 1751553507.3451073, 1751553507.446585, 1751553507.5478232, 1751553507.6488035, 1751553507.749733, 1751553507.8510225, 1751553507.9552898, 1751553508.0546737, 1751553508.1563528, 1751553508.259118, 1751553508.3615975, 1751553508.4688973, 1751553508.5719295, 1751553508.6756818, 1751553508.7813585, 1751553508.8851004, 1751553508.990869, 1751553509.0959032, 1751553509.1998224, 1751553509.301537, 1751553509.409133, 1751553509.5108638, 1751553509.6151915, 1751553509.7214193, 1751553509.8288925, 1751553509.93675, 1751553510.0463989, 1751553510.1571548, 1751553510.2647207, 1751553510.369664, 1751553510.4769933, 1751553510.5793884, 1751553510.684792, 1751553510.8140028, 1751553510.925188, 1751553511.0360763, 1751553511.1457405, 1751553511.2505958, 1751553511.3594453, 1751553511.4663227, 1751553511.5784957, 1751553511.6878018, 1751553511.7988129, 1751553511.909667, 1751553512.0210724, 1751553512.1334295, 1751553512.2448812, 1751553512.3551757, 1751553512.467248, 1751553512.5779023, 1751553512.6895308, 1751553512.8004408, 1751553512.9114568, 1751553513.0236096, 1751553513.1422594, 1751553513.2554514, 1751553513.3680267, 1751553513.4792786, 1751553513.5903466, 1751553513.7013724, 1751553513.813326, 1751553513.924522, 1751553514.035904, 1751553514.1463592, 1751553514.2574613, 1751553514.3701525, 1751553514.4801967, 1751553514.5914788, 1751553514.7102811, 1751553514.8237622, 1751553514.9366693, 1751553515.0493426, 1751553515.1641278, 1751553515.2797763, 1751553515.3936543, 1751553515.5090249, 1751553515.6226728, 1751553515.7455173, 1751553515.8617992, 1751553515.9770007, 1751553516.0920036, 1751553516.206436, 1751553516.327912, 1751553516.4443, 1751553516.5621145, 1751553516.68157, 1751553516.8012016, 1751553516.9168303, 1751553517.0378196, 1751553517.1593442, 1751553517.2788584, 1751553517.3993013, 1751553517.5170956, 1751553517.63421, 1751553517.7537708, 1751553517.8685217, 1751553517.9902115, 1751553518.108915, 1751553518.2238789, 1751553518.344034, 1751553518.4647348, 1751553518.586729, 1751553518.7041504, 1751553518.821062, 1751553518.9409928, 1751553519.0618434, 1751553519.1831093, 1751553519.3047736, 1751553519.4266555, 1751553519.5478551, 1751553519.6691937, 1751553519.792168, 1751553519.9132674, 1751553520.0358326, 1751553520.156754, 1751553520.2786908, 1751553520.4003615, 1751553520.5221357, 1751553520.6432815, 1751553520.763478, 1751553520.8843067, 1751553521.0210795, 1751553521.138715, 1751553521.261847, 1751553521.381061, 1751553521.5101988, 1751553521.63423, 1751553521.7548156, 1751553521.876726, 1751553521.997877, 1751553522.1194592, 1751553522.240841, 1751553522.362591, 1751553522.4850094, 1751553522.6062708, 1751553522.7284229, 1751553522.8513598, 1751553522.9771216, 1751553523.1028554, 1751553523.233191, 1751553523.3614352, 1751553523.4872832, 1751553523.6152368, 1751553523.7405403, 1751553523.8819838, 1751553524.009454, 1751553524.1383219, 1751553524.2653139, 1751553524.3911543, 1751553524.5190444, 1751553524.6459126, 1751553524.7728121, 1751553524.9010334, 1751553525.03211, 1751553525.1615558, 1751553525.2933943, 1751553525.4235284, 1751553525.5536208, 1751553525.6818492, 1751553525.8103416, 1751553525.9422483, 1751553526.074362, 1751553526.2058275, 1751553526.3373213, 1751553526.4688878, 1751553526.616074, 1751553526.7479305, 1751553526.8769286, 1751553527.0112696, 1751553527.1462462, 1751553527.2798574, 1751553527.412451, 1751553527.544225, 1751553527.6761374, 1751553527.8079238, 1751553527.9396996, 1751553528.071318, 1751553528.2032304, 1751553528.3353271, 1751553528.4700832, 1751553528.6060572, 1751553528.7386982, 1751553528.8750226, 1751553529.0114973, 1751553529.145217, 1751553529.2796183, 1751553529.4169817, 1751553529.551585, 1751553529.6884615, 1751553529.823987, 1751553529.9608116, 1751553530.0971694, 1751553530.234013, 1751553530.3704162, 1751553530.5085454, 1751553530.645032, 1751553530.78404, 1751553530.922713, 1751553531.061413, 1751553531.208347, 1751553531.347544, 1751553531.4879677, 1751553531.6269197, 1751553531.7657135, 1751553531.9055686, 1751553532.0461388, 1751553532.187056, 1751553532.3274176, 1751553532.4676037, 1751553532.6074462, 1751553532.7512918, 1751553532.8933892, 1751553533.0342917, 1751553533.1749716, 1751553533.3162053, 1751553533.457555, 1751553533.5982833, 1751553533.7397602, 1751553533.882221, 1751553534.0263581, 1751553534.1717396, 1751553534.3161397, 1751553534.461609, 1751553534.6066542, 1751553534.7532568, 1751553534.8999548, 1751553535.046085, 1751553535.1931005, 1751553535.3399117, 1751553535.4871936, 1751553535.6343162, 1751553535.7811575, 1751553535.9290175]"
1839,384,1455,"[1751553536.4296355, 1751553536.5532267, 1751553536.554434, 1751553536.786801, 1751553536.8726408, 1751553536.9600055, 1751553537.0462058, 1751553537.136105, 1751553537.227003, 1751553537.318905, 1751553537.4096355, 1751553537.498346, 1751553537.587313, 1751553537.675499, 1751553537.7634995, 1751553537.8541641, 1751553537.9457624, 1751553538.0361762, 1751553538.1258733, 1751553538.2179964, 1751553538.3094308, 1751553538.4009867, 1751553538.4910483, 1751553538.582081, 1751553538.672885, 1751553538.764766, 1751553538.8543713, 1751553538.945669, 1751553539.0368826, 1751553539.127413, 1751553539.2200758, 1751553539.313033, 1751553539.405783, 1751553539.5008852, 1751553539.592273, 1751553539.6842024, 1751553539.772424, 1751553539.8648288, 1751553539.956233, 1751553540.04947, 1751553540.1466577, 1751553540.2401445, 1751553540.3346026, 1751553540.4292834, 1751553540.5250027, 1751553540.6187763, 1751553540.7115784, 1751553540.8087626]"
935,96,839,"[1751553541.2043552, 1751553541.2963057, 1751553541.2975132, 1751553541.4639382, 1751553541.5520904, 1751553541.6440473, 1751553541.7352235, 1751553541.8384984, 1751553541.9280832, 1751553542.019379, 1751553542.110636, 1751553542.2013662]"
959,48,911,"[1751553542.5927193, 1751553542.6893492, 1751553542.6905684, 1751553542.8543942, 1751553542.9474847, 1751553543.0368822]"
1231,344,887,"[1751553543.4057913, 1751553543.4983554, 1751553543.499549, 1751553543.6654525, 1751553543.7558281, 1751553543.8468094, 1751553543.9349797, 1751553544.024925, 1751553544.1189325, 1751553544.2123764, 1751553544.3026912, 1751553544.3931549, 1751553544.4842827, 1751553544.5751178, 1751553544.665707, 1751553544.756635, 1751553544.848488, 1751553544.939196, 1751553545.0296695, 1751553545.1208906, 1751553545.2110627, 1751553545.3027604, 1751553545.392667, 1751553545.484177, 1751553545.5739186, 1751553545.6699612, 1751553545.7681088, 1751553545.8577445, 1751553545.94695, 1751553546.0370834, 1751553546.1310868, 1751553546.2220378, 1751553546.3162682, 1751553546.410884, 1751553546.504739, 1751553546.597738, 1751553546.68874, 1751553546.7758045, 1751553546.8683486, 1751553546.9602711, 1751553547.0541813, 1751553547.1495304, 1751553547.2422137]"
1559,320,1239,"[1751553547.6315217, 1751553547.7429268, 1751553547.7442896, 1751553547.933078, 1751553548.0202713, 1751553548.1112993, 1751553548.199705, 1751553548.2921376, 1751553548.3825953, 1751553548.4741194, 1751553548.564575, 1751553548.6566133, 1751553548.7469943, 1751553548.8375695, 1751553548.9275906, 1751553549.0194848, 1751553549.109857, 1751553549.198864, 1751553549.2898684, 1751553549.381157, 1751553549.471418, 1751553549.5632958, 1751553549.6551378, 1751553549.7465405, 1751553549.8368673, 1751553549.9293242, 1751553550.0192537, 1751553550.110263, 1751553550.213674, 1751553550.3028748, 1751553550.393365, 1751553550.4829776, 1751553550.5739443, 1751553550.6688492, 1751553550.7613266, 1751553550.8537338, 1751553550.9460251, 1751553551.041371, 1751553551.1321964, 1751553551.2243168]"
2567,1048,1519,"[1751553551.6139205, 1751553551.732187, 1751553551.7331119, 1751553551.9422405, 1751553552.032287, 1751553552.1226242, 1751553552.2132633, 1751553552.30946, 1751553552.3939867, 1751553552.4864438, 1751553552.5769632, 1751553552.6656075, 1751553552.759597, 1751553552.8500295, 1751553552.9365509, 1751553553.023405, 1751553553.113296, 1751553553.2036238, 1751553553.2911968, 1751553553.3820288, 1751553553.4750042, 1751553553.5682707, 1751553553.6586893, 1751553553.7501009, 1751553553.8414648, 1751553553.93345, 1751553554.022485, 1751553554.1127863, 1751553554.204318, 1751553554.2948673, 1751553554.3843386, 1751553554.4761426, 1751553554.5672204, 1751553554.6604176, 1751553554.7513933, 1751553554.8435438, 1751553554.934703, 1751553555.0265, 1751553555.121763, 1751553555.2194014, 1751553555.315316, 1751553555.4086518, 1751553555.5002818, 1751553555.5897782, 1751553555.6821089, 1751553555.7802808, 1751553555.8744395, 1751553555.9717116, 1751553556.067714, 1751553556.1639445, 1751553556.2614992, 1751553556.3581715, 1751553556.456308, 1751553556.554274, 1751553556.6500463, 1751553556.748375, 1751553556.8462927, 1751553556.9409964, 1751553557.036837, 1751553557.135241, 1751553557.2340395, 1751553557.335123, 1751553557.4358418, 1751553557.5359008, 1751553557.6352482, 1751553557.7312844, 1751553557.830304, 1751553557.9319282, 1751553558.0321703, 1751553558.133434, 1751553558.2458818, 1751553558.3469634, 1751553558.4476838, 1751553558.5482068, 1751553558.6512032, 1751553558.7504056, 1751553558.8527505, 1751553558.953747, 1751553559.0550966, 1751553559.156555, 1751553559.2569704, 1751553559.3575282, 1751553559.457983, 1751553559.558589, 1751553559.660502, 1751553559.7600965, 1751553559.8621933, 1751553559.9637885, 1751553560.0644546, 1751553560.1660135, 1751553560.2702105, 1751553560.3715448, 1751553560.4727535, 1751553560.5786593, 1751553560.6802444, 1751553560.7819479, 1751553560.8841746, 1751553560.985201, 1751553561.0896385, 1751553561.1871622, 1751553561.2886841, 1751553561.3908634, 1751553561.4945679, 1751553561.5993178, 1751553561.7032664, 1751553561.8065917, 1751553561.9123936, 1751553562.0170465, 1751553562.123328, 1751553562.2287996, 1751553562.3359823, 1751553562.4415128, 1751553562.5493898, 1751553562.6583424, 1751553562.7615242, 1751553562.8658803, 1751553562.9733133, 1751553563.084522, 1751553563.1954193, 1751553563.3023562, 1751553563.409207, 1751553563.517552, 1751553563.62509, 1751553563.7280211, 1751553563.8422105, 1751553563.952872, 1751553564.0580888, 1751553564.1678705, 1751553564.2783499, 1751553564.3891952, 1751553564.500463]"
1975,944,1031,"[1751553564.9224, 1751553565.032983, 1751553565.0344455, 1751553565.2233639, 1751553565.3098123, 1751553565.3988998, 1751553565.4901419, 1751553565.5837607, 1751553565.6739786, 1751553565.7651541, 1751553565.8548794, 1751553565.9453576, 1751553566.0370305, 1751553566.1292412, 1751553566.2200325, 1751553566.3122876, 1751553566.4015002, 1751553566.4929905, 1751553566.5845187, 1751553566.6756592, 1751553566.7662015, 1751553566.857122, 1751553566.9475403, 1751553567.0392177, 1751553567.127083, 1751553567.2195873, 1751553567.3098907, 1751553567.3986008, 1751553567.492023, 1751553567.5838027, 1751553567.676169, 1751553567.765552, 1751553567.8555205, 1751553567.9476051, 1751553568.0381618, 1751553568.1286385, 1751553568.2200625, 1751553568.3116024, 1751553568.4022226, 1751553568.493912, 1751553568.5858812, 1751553568.6782725, 1751553568.7733378, 1751553568.8683352, 1751553568.96517, 1751553569.0607088, 1751553569.1570258, 1751553569.2530432, 1751553569.3487706, 1751553569.4474576, 1751553569.543484, 1751553569.6425004, 1751553569.7418277, 1751553569.8422596, 1751553569.9415698, 1751553570.037708, 1751553570.1326184, 1751553570.226419, 1751553570.3191557, 1751553570.4212203, 1751553570.5202777, 1751553570.621733, 1751553570.7222514, 1751553570.8218634, 1751553570.9152896, 1751553571.0144129, 1751553571.115806, 1751553571.217414, 1751553571.3184667, 1751553571.4217741, 1751553571.521496, 1751553571.6226418, 1751553571.7234178, 1751553571.825178, 1751553571.9276388, 1751553572.0277474, 1751553572.128749, 1751553572.230429, 1751553572.331358, 1751553572.432728, 1751553572.5323925, 1751553572.6346323, 1751553572.734125, 1751553572.8362098, 1751553572.9552379, 1751553573.057012, 1751553573.156991, 1751553573.255423, 1751553573.356147, 1751553573.4606977, 1751553573.5632098, 1751553573.6651323, 1751553573.7659895, 1751553573.8688433, 1751553573.967578, 1751553574.069343, 1751553574.1688461, 1751553574.2696376, 1751553574.3698924, 1751553574.4707103, 1751553574.5738924, 1751553574.6751685, 1751553574.7822745, 1751553574.8884194, 1751553574.9894018, 1751553575.0931919, 1751553575.1980422, 1751553575.3028405, 1751553575.4112759, 1751553575.5166795, 1751553575.6227903, 1751553575.7378979, 1751553575.8446984, 1751553575.956556, 1751553576.0667324, 1751553576.171918, 1751553576.281946, 1751553576.388559]"
2063,536,1527,"[1751553576.7798471, 1751553576.894905, 1751553576.8960984, 1751553577.12048, 1751553577.2113547, 1751553577.3020098, 1751553577.3916035, 1751553577.4822333, 1751553577.569849, 1751553577.6569977, 1751553577.745846, 1751553577.8372953, 1751553577.9288924, 1751553578.0199845, 1751553578.1112597, 1751553578.2047539, 1751553578.2930691, 1751553578.3827157, 1751553578.473876, 1751553578.5660567, 1751553578.6560059, 1751553578.7479627, 1751553578.8383152, 1751553578.9297948, 1751553579.0202308, 1751553579.1119864, 1751553579.2013743, 1751553579.2923534, 1751553579.3823667, 1751553579.4746027, 1751553579.5645506, 1751553579.6541965, 1751553579.745898, 1751553579.8360124, 1751553579.9251778, 1751553580.0202634, 1751553580.1103706, 1751553580.2009852, 1751553580.2911549, 1751553580.3881106, 1751553580.4838424, 1751553580.5731995, 1751553580.6618772, 1751553580.7552254, 1751553580.8452258, 1751553580.9384146, 1751553581.0333993, 1751553581.1296334, 1751553581.2239687, 1751553581.3199162, 1751553581.416258, 1751553581.5125856, 1751553581.6125107, 1751553581.71385, 1751553581.8137786, 1751553581.9167213, 1751553582.0161293, 1751553582.1161108, 1751553582.2116747, 1751553582.3115747, 1751553582.4100347, 1751553582.5087566, 1751553582.6046019, 1751553582.7011259, 1751553582.795671, 1751553582.8965232, 1751553582.9958584]"
1567,104,1463,"[1751553583.3868456, 1751553583.5217745, 1751553583.5229177, 1751553583.7373965, 1751553583.8270745, 1751553583.9180455, 1751553584.00837, 1751553584.0993514, 1751553584.1893525, 1751553584.2766795, 1751553584.3640015, 1751553584.4546342, 1751553584.5458655]"
1279,160,1119,"[1751553584.9351315, 1751553585.049095, 1751553585.0505612, 1751553585.2431767, 1751553585.3317685, 1751553585.423314, 1751553585.5134928, 1751553585.604313, 1751553585.693022, 1751553585.7812884, 1751553585.8672676, 1751553585.9581075, 1751553586.0490634, 1751553586.1393752, 1751553586.2304885, 1751553586.3213317, 1751553586.410961, 1751553586.5023792, 1751553586.5940123, 1751553586.6855547]"
1743,232,1511,"[1751553587.0661378, 1751553587.1926346, 1751553587.1938484, 1751553587.4153793, 1751553587.5042682, 1751553587.5951667, 1751553587.6843488, 1751553587.7754056, 1751553587.8621886, 1751553587.9505138, 1751553588.0385985, 1751553588.1261516, 1751553588.2164712, 1751553588.3093338, 1751553588.4009182, 1751553588.492493, 1751553588.5842564, 1751553588.6750996, 1751553588.76475, 1751553588.8565338, 1751553588.9470723, 1751553589.0391374, 1751553589.129359, 1751553589.2206795, 1751553589.3120272, 1751553589.4042265, 1751553589.4941669, 1751553589.5856001, 1751553589.6759424]"
1327,344,983,"[1751553590.0753365, 1751553590.1682906, 1751553590.1689181, 1751553590.3562887, 1751553590.4432957, 1751553590.5337956, 1751553590.620526, 1751553590.707933, 1751553590.7940562, 1751553590.8861783, 1751553590.9778137, 1751553591.0698183, 1751553591.159492, 1751553591.2514837, 1751553591.3404408, 1751553591.4330702, 1751553591.5250864, 1751553591.6123207, 1751553591.7001886, 1751553591.7851517, 1751553591.8772151, 1751553591.969064, 1751553592.0597706, 1751553592.1513612, 1751553592.2416914, 1751553592.3335633, 1751553592.4232671, 1751553592.5144212, 1751553592.6061125, 1751553592.696476, 1751553592.7881835, 1751553592.8786001, 1751553592.968912, 1751553593.0631728, 1751553593.1573277, 1751553593.252879, 1751553593.344613, 1751553593.4377198, 1751553593.531928, 1751553593.6254067, 1751553593.71954, 1751553593.832986, 1751553593.9275815]"
759,136,623,"[1751553594.3129518, 1751553594.4001832, 1751553594.4010532, 1751553594.5418017, 1751553594.6284606, 1751553594.7154326, 1751553594.8057928, 1751553594.8964992, 1751553594.9880576, 1751553595.0778708, 1751553595.1684892, 1751553595.2598467, 1751553595.3504696, 1751553595.4405544, 1751553595.5272906, 1751553595.6122215, 1751553595.7036798]"
2175,552,1623,"[1751553596.0763352, 1751553596.2164176, 1751553596.2179132, 1751553596.4569595, 1751553596.5444055, 1751553596.6349866, 1751553596.7251549, 1751553596.816372, 1751553596.9075058, 1751553596.9987433, 1751553597.0893037, 1751553597.180091, 1751553597.271317, 1751553597.3622668, 1751553597.4528, 1751553597.5433354, 1751553597.6353338, 1751553597.7252848, 1751553597.8160152, 1751553597.908072, 1751553597.9985344, 1751553598.0901403, 1751553598.1806684, 1751553598.2721515, 1751553598.3632605, 1751553598.45444, 1751553598.5431802, 1751553598.6356392, 1751553598.7261941, 1751553598.8171115, 1751553598.9090889, 1751553598.9994252, 1751553599.0899887, 1751553599.1810634, 1751553599.2708962, 1751553599.3627062, 1751553599.4538105, 1751553599.54946, 1751553599.64431, 1751553599.7375205, 1751553599.8328617, 1751553599.9275134, 1751553600.0226405, 1751553600.1175895, 1751553600.2112567, 1751553600.3062646, 1751553600.3999512, 1751553600.4963126, 1751553600.5916882, 1751553600.6861358, 1751553600.7814631, 1751553600.87522, 1751553600.970219, 1751553601.0672846, 1751553601.162472, 1751553601.259531, 1751553601.359606, 1751553601.4575927, 1751553601.5506248, 1751553601.6493273, 1751553601.745182, 1751553601.84473, 1751553601.9449093, 1751553602.0459008, 1751553602.147203, 1751553602.2500176, 1751553602.3494549, 1751553602.4502592, 1751553602.5507252]"
991,136,855,"[1751553602.9578779, 1751553603.0509098, 1751553603.0521007, 1751553603.2267606, 1751553603.317981, 1751553603.408253, 1751553603.499221, 1751553603.590622, 1751553603.682199, 1751553603.772936, 1751553603.8626614, 1751553603.9523687, 1751553604.0442674, 1751553604.1499646, 1751553604.2363083, 1751553604.325022, 1751553604.415099]"
895,72,823,"[1751553604.7936797, 1751553604.886117, 1751553604.8868709, 1751553605.0618854, 1751553605.1533468, 1751553605.2448792, 1751553605.3353179, 1751553605.4228013, 1751553605.5074627]"
1271,176,1095,"[1751553605.87377, 1751553605.9841022, 1751553605.985287, 1751553606.1783638, 1751553606.262841, 1751553606.3550367, 1751553606.4472325, 1751553606.538577, 1751553606.6278486, 1751553606.7203503, 1751553606.8109848, 1751553606.9023094, 1751553606.993747, 1751553607.0844595, 1751553607.1754487, 1751553607.26695, 1751553607.357478, 1751553607.4485712, 1751553607.5384727, 1751553607.629567, 1751553607.7210126, 1751553607.8118312]"
1303,328,975,"[1751553608.174359, 1751553608.2709508, 1751553608.2721202, 1751553608.4256544, 1751553608.5171397, 1751553608.6088915, 1751553608.6981895, 1751553608.7900763, 1751553608.8840117, 1751553608.9755294, 1751553609.0651972, 1751553609.157373, 1751553609.247738, 1751553609.338528, 1751553609.4292257, 1751553609.518874, 1751553609.6111965, 1751553609.7023864, 1751553609.7930524, 1751553609.8840811, 1751553609.9746063, 1751553610.0653045, 1751553610.157862, 1751553610.2475784, 1751553610.3373146, 1751553610.4281535, 1751553610.517859, 1751553610.610373, 1751553610.7012146, 1751553610.7926419, 1751553610.8830729, 1751553610.9738066, 1751553611.0652747, 1751553611.154936, 1751553611.245004, 1751553611.3390155, 1751553611.4295382, 1751553611.520251, 1751553611.6112075, 1751553611.701687, 1751553611.7938573]"
1463,232,1231,"[1751553612.144225, 1751553612.2520547, 1751553612.2534, 1751553612.442265, 1751553612.5304942, 1751553612.6225631, 1751553612.7112372, 1751553612.8026173, 1751553612.8931756, 1751553612.9858806, 1751553613.0760086, 1751553613.167658, 1751553613.258814, 1751553613.3493493, 1751553613.4401596, 1751553613.5306716, 1751553613.6221275, 1751553613.713466, 1751553613.802684, 1751553613.8943784, 1751553613.9861403, 1751553614.0759466, 1751553614.1668444, 1751553614.257468, 1751553614.3656054, 1751553614.457413, 1751553614.5490243, 1751553614.6416116, 1751553614.7324057]"
1047,160,887,"[1751553615.1140122, 1751553615.2033231, 1751553615.2043827, 1751553615.3757584, 1751553615.4680886, 1751553615.559739, 1751553615.6506832, 1751553615.7425346, 1751553615.8332617, 1751553615.9258304, 1751553616.0152066, 1751553616.1062026, 1751553616.1977816, 1751553616.288737, 1751553616.3791099, 1751553616.4708714, 1751553616.5624099, 1751553616.6530263, 1751553616.7438428, 1751553616.8355715]"
727,48,679,"[1751553617.2242136, 1751553617.3144038, 1751553617.3155563, 1751553617.458552, 1751553617.5454056, 1751553617.6333447]"
1583,208,1375,"[1751553618.0067704, 1751553618.113906, 1751553618.1150932, 1751553618.3389256, 1751553618.4255729, 1751553618.5125756, 1751553618.5957358, 1751553618.6836407, 1751553618.772754, 1751553618.8640316, 1751553618.9532776, 1751553619.0455327, 1751553619.1359894, 1751553619.2251024, 1751553619.3179948, 1751553619.409873, 1751553619.5014071, 1751553619.5913796, 1751553619.6823895, 1751553619.7734103, 1751553619.8642907, 1751553619.972898, 1751553620.0659347, 1751553620.1576998, 1751553620.2485137, 1751553620.3497956]"
927,256,671,"[1751553620.7167006, 1751553620.8064537, 1751553620.8077652, 1751553620.9528975, 1751553621.0428386, 1751553621.1312418, 1751553621.218108, 1751553621.308704, 1751553621.3983026, 1751553621.4908214, 1751553621.580476, 1751553621.6722481, 1751553621.764288, 1751553621.853045, 1751553621.9430203, 1751553622.034483, 1751553622.1249688, 1751553622.213678, 1751553622.301477, 1751553622.3890367, 1751553622.4793787, 1751553622.5708504, 1751553622.6615818, 1751553622.7526917, 1751553622.8438406, 1751553622.9355943, 1751553623.025569, 1751553623.1155558, 1751553623.2069557, 1751553623.297084, 1751553623.3882196, 1751553623.479894]"
1167,176,991,"[1751553623.8658376, 1751553623.9640596, 1751553623.965244, 1751553624.1234267, 1751553624.2143667, 1751553624.306247, 1751553624.396449, 1751553624.4885275, 1751553624.5810068, 1751553624.6704955, 1751553624.7602878, 1751553624.8515196, 1751553624.9401326, 1751553625.0317125, 1751553625.1241508, 1751553625.2162502, 1751553625.3071878, 1751553625.3982108, 1751553625.4878056, 1751553625.5783432, 1751553625.6684585, 1751553625.7607303]"
1151,200,951,"[1751553626.132174, 1751553626.2290776, 1751553626.2299662, 1751553626.4057565, 1751553626.4960742, 1751553626.5888314, 1751553626.6783402, 1751553626.7700374, 1751553626.8616521, 1751553626.9528418, 1751553627.0421836, 1751553627.134149, 1751553627.2242768, 1751553627.315425, 1751553627.4049554, 1751553627.4971712, 1751553627.5886645, 1751553627.6794393, 1751553627.7696342, 1751553627.8608916, 1751553627.9504504, 1751553628.0426538, 1751553628.1329029, 1751553628.225159, 1751553628.315309]"
1375,208,1167,"[1751553628.6963487, 1751553628.8058326, 1751553628.8070185, 1751553629.0128603, 1751553629.102158, 1751553629.19421, 1751553629.284224, 1751553629.3748941, 1751553629.464011, 1751553629.5560699, 1751553629.6465766, 1751553629.7378917, 1751553629.829358, 1751553629.9186265, 1751553630.0086844, 1751553630.0990834, 1751553630.1923935, 1751553630.284026, 1751553630.3740659, 1751553630.4655588, 1751553630.5556357, 1751553630.6472194, 1751553630.7375815, 1751553630.8286035, 1751553630.9178946, 1751553631.007876]"
